user_id,gasto_total,porcentaje_recomendacion,items_count
76561198042918873,976.2600000000004,,92
76561198083003251,287.90000000000003,,16
aestheticklown,1232.2900000000004,,83
76561198072172659,0.0,,39
76561198100065246,44.97,,27
koondjkung,581.6900000000002,,75
Spectre11,1027.2200000000005,,132
joshuakimchi,24.98,,39
DAPROCOW,383.7300000000001,,43
seuseupai,614.6100000000002,,70
Emillllllllllllllllllllllll,4866.31999999996,,449
76561198001869429,401.81000000000006,,25
CosmicPepe,1227.3700000000003,,75
76561198092627689,64.94,,19
OverLurd,304.85,,29
wholegamer,1237.1400000000006,,115
whoopass13579,137.89,,19
76561198080973222,417.7900000000001,,49
sogogamer,3589.119999999981,,327
76561198062861561,239.89000000000004,,25
LeZoidberg,12592.21999999981,,1304
76561198080481352,144.94,,15
76561197973242812,260.78000000000003,,38
76561198107407942,34.98,,7
76561198075171957,79.98,,7
76561198013788178,401.73,,45
Whyulame,522.6800000000001,,51
76561198062034910,1887.0600000000009,,145
brandenparr,455.7900000000001,,40
slaughter2248,369.8200000000001,,33
widenroyal,194.87000000000003,,33
76561198044635603,1511.5200000000004,,114
76561198065408325,1180.3100000000004,,101
re4ctive711,80.39999999999999,,76
76561198047720854,669.5000000000002,,74
Wihan,512.7800000000001,,34
76561198039585445,1044.2700000000004,,110
76561198002658814,169.9,,19
76561198060804218,32.97,,7
wildboynz,1174.4200000000003,,82
76561197997129449,234.8700000000001,,19
Wildesy,3544.969999999985,,261
76561198028915229,134.91,,18
76561198103383125,182.93,,26
76561198087992251,529.5100000000003,,84
76561198074117031,755.6000000000006,,155
ORIONSKZE,462.7500000000001,,42
76561198044378780,606.6500000000002,,53
ehhfu,2228.5499999999997,,187
76561198077787409,1630.3200000000008,,172
76561198067790422,259.82000000000005,,37
76561198210084760,212.91000000000005,,11
76561198257878323,128.89999999999998,,15
76561198096801215,114.93999999999998,,25
William321,2083.7700000000004,,274
76561198083405389,247.84000000000003,,30
thermo456,3200.5999999999917,,252
76561198055183663,0.0,,1
76561198081972863,564.6700000000001,,55
76561198019176274,614.6600000000002,,60
HawkedSix,74.96,,7
76561198050613457,323.7900000000001,,72
76561198056009228,772.6400000000002,,53
76561198046521584,582.6000000000001,,64
BrainsAccount,572.4500000000002,,91
LudoTiddlywinks,351.7000000000001,,50
76561198070086212,280.7800000000001,,61
76561198028240264,867.5600000000003,,84
visrut,208.22000000000008,,37
Madmanking2,1483.8700000000008,,147
76561198096068574,1486.3800000000008,,587
76561198065042746,337.83000000000004,,31
Quadriladder,643.6900000000002,,47
76561197971463775,385.7900000000001,,25
76561198080519692,351.7900000000001,,41
76561198079368018,19.99,,6
bigteddybear98,234.86,,25
nomnomjeon,1234.9200000000008,,151
WingsHD,2384.7399999999984,,165
Winn15,41.96,,14
76561198051319090,189.86,,26
76561198038479513,9.99,,4
76561198034839961,1559.0300000000009,,126
76561198052031445,597.4800000000004,,95
76561198001725746,677.5200000000003,,99
fritzgibbon,836.5400000000003,,60
SuperVegito45,284.86,,41
winterscout,54.96,,9
76561198069949953,422.84,,27
76561197998610885,1270.020000000001,,119
76561198025090235,657.7200000000001,,38
76561197960803312,522.5500000000002,,56
76561198050354722,1153.1800000000003,,120
JD_Final,642.6500000000002,,73
jupite,2638.2699999999954,,203
76561198101739366,484.7400000000001,,38
76561198106769224,426.72000000000014,,39
dickmonster95,993.9100000000004,,94
76561198087328712,335.83000000000004,,41
76561198045313141,154.89999999999998,,19
76561198102278381,616.5800000000002,,81
76561198090441831,461.6500000000001,,168
76561198054460725,434.83,,28
Mordek4i,174.90000000000003,,39
TheWizardlyJew,324.81000000000006,,31
76561198096274939,634.6200000000001,,94
76561198085254947,159.95,,32
76561198074716536,1798.0800000000006,,139
76561198062002959,1592.2100000000005,,146
WL124,1280.7800000000004,,108
WNPlayer,1525.650000000001,,190
wobas,749.6600000000002,,56
76561198043620441,1222.2000000000005,,98
wobblysprout,130.42,,21
Wockner,893.4600000000004,,68
76561198001677543,1028.5500000000002,,60
qlorplox,2451.249999999996,,218
76561198177315429,14.99,,3
76561198026497579,1053.4800000000002,,79
roc107,510.72000000000014,,42
76561198079658599,1820.8600000000008,,168
76561198085364470,14.99,,6
ThatSwissGuy,1908.7800000000009,,163
Wolfblaze9,4699.379999999964,,419
76561198006111583,6350.199999999933,,544
76561198104922328,59.99,,4
WolficPower,14.99,,11
BigBadWolfie,1801.1000000000006,,148
76561198083927216,470.7700000000001,,45
Wolflec,1170.3600000000004,,93
WolflesDJMidnightEyes,415.6500000000002,,75
76561198073179608,0.0,,6
76561198066873203,474.7400000000001,,46
Wolfrayay,1261.2800000000004,,104
76561198052854376,54.98,,3
76561198041168425,144.93,,13
76561198028552934,1114.2900000000004,,82
76561198056914348,158.91,,14
wolfxunter1,683.5400000000003,,62
doyourdooty,84.93999999999998,,22
76561198086214261,121.91999999999996,,22
76561198069574961,388.80000000000007,,29
rusinamiespoju,819.3000000000004,,93
76561198118053619,24.98,,7
76561198082003123,1356.1500000000003,,127
Lovelytouching,2312.5599999999977,,206
76561198049707644,469.72000000000014,,62
76561198056266386,955.5200000000004,,120
76561198053138682,1016.4200000000004,,130
thewondrousgamer,139.94,,18
76561198067029228,949.5400000000002,,106
Wonzy,671.5500000000003,,67
woolicious926,469.6700000000001,,61
76561198044458526,123.88999999999996,,58
Wooden_Potato,316.7900000000001,,56
76561198053795491,2916.5599999999936,,195
76561198072877501,1312.1100000000006,,146
76561198070326889,402.7700000000001,,38
76561198084417670,550.6400000000002,,43
woodythegratandpowerful,666.4400000000003,,93
mark9wod,535.6800000000002,,55
76561198059966080,19.98,,2
76561198055657103,3082.1999999999907,,208
76561198040686008,350.84000000000003,,27
wookielol,10119.419999999893,,779
76561198070714959,1538.2100000000005,,121
76561198035790591,1395.3900000000003,,85
76561198055751533,157.92000000000002,,27
DankTFWorld,348.83000000000004,,36
76561197962080059,139.86,,16
WootzYyer,2190.3099999999986,,215
mynameisalexandimcool,592.6700000000001,,45
StefanOoi,309.86,,57
Epicownage234,726.6000000000003,,59
Paladin69,174.91,,56
76561198067446481,3576.0399999999813,,305
76561197985568915,891.4000000000004,,79
76561198044832375,255.76000000000005,,27
techman0706,1964.9900000000007,,152
76561198073511928,29.99,,2
76561198069578096,89.94,,19
76561198031246534,1140.3700000000003,,78
WRENNO,154.93,,31
76561198075822832,124.87,,17
76561198069535219,4424.309999999972,,355
SuperM,1198.010000000001,,151
76561198070781156,59.97,,4
76561198055365530,934.3700000000003,,79
rpoleyy,84.94999999999999,,12
76561198076123464,161.86,,39
76561198105031609,582.5900000000003,,66
76561198083295162,744.4600000000003,,72
WUB_SCRUB,742.6100000000002,,57
99372239129374234543,1153.4400000000005,,73
overrusedmale,1266.8200000000008,,212
fman54320,555.6700000000002,,53
heydonttouchme,1892.8300000000008,,143
76561198048364688,1025.4700000000005,,78
jazzaftw,1356.1300000000006,,130
CatThePrinceOfRebelling,363.7500000000001,,61
Wadiyatalkinabeeet,619.6900000000002,,43
Wuppah,3419.069999999973,,400
baneoftheravenguard,1115.2900000000004,,94
wyatt579,279.8500000000001,,28
Wycrome,389.8400000000001,,40
wyrwus,34.97,,5
76561198082447641,119.95,,15
imurmammyson,1153.0900000000006,,113
CHENYUAN,119.90999999999998,,18
IceSummer,1007.0500000000006,,134
76561198072251286,318.7800000000001,,46
76561198085146716,9.99,,4
76561198071591082,519.6400000000001,,52
chifuru,0.0,,3
76561198066911129,355.8,,55
76561198038140223,440.77000000000015,,46
Brownfam,139.92,,22
steamxanbunny,991.2700000000004,,186
76561198071169080,499.72000000000014,,33
djjaraxxus,1474.2500000000005,,111
YOURMUMLOLREKT,49.96,,76
76561198085399133,445.77,,68
ezpzpro90,14.99,,1
76561198099344686,250.89,,38
76561197996008983,1575.8700000000008,,144
76561198106162279,108.92,,22
76561198031202128,1357.45,,71
XavyKnows,786.5900000000003,,79
Xaztor,394.7600000000001,,51
76561197981780630,1658.1600000000003,,119
Xboxman1012,876.3800000000005,,92
candel,455.6700000000002,,48
76561198050013124,316.82000000000005,,61
76561198103805487,367.7900000000001,,52
76561198074856358,631.4700000000004,,159
76561198082516370,450.6400000000002,,79
WillRIPagain,240.84,,20
mainul,420.85,,49
76561198141312385,120.89999999999996,,29
76561198084640839,34.97,,26
76561198067300845,257.89000000000004,,40
76561198088184009,54.96,,13
76561198061412364,0.0,,37
Forevaa,256.84000000000003,,26
Xelado,940.4200000000004,,87
xeleee,485.7300000000001,,86
76561198081208786,49.97,,16
xenocide1310,8986.369999999892,,801
Xenolitho,1689.500000000001,,199
76561198086658851,124.93999999999998,,53
NekoKing,3146.349999999992,,264
76561198027665483,444.71000000000015,,40
xepshunal,1586.000000000001,,95
xerector,8895.449999999833,,1197
BloodyBladeXero,630.7000000000002,,60
xeynisd,1920.4200000000008,,139
xfatalityy,316.76000000000005,,35
76561198020404388,556.6000000000003,,64
76561198064997287,378.80000000000007,,36
76561198079408469,991.4600000000004,,71
76561198078556148,14.99,,10
xhapire,142.89,,23
XIChemicalRage,600.5700000000002,,74
CowSoh,1312.2600000000004,,113
76561198005773900,255.76000000000005,,27
birodocorta,204.93000000000004,,26
Xierra,656.5300000000002,,78
xikaovs,1727.020000000001,,118
76561198000282150,59.96,,10
xingxing000,551.7100000000002,,68
xinyo,17152.309999999914,,2161
76561198046096722,1134.3100000000004,,99
cretanarcher,615.6500000000002,,55
xisengan,119.93,,20
HoxtonBreakOutNet,467.63000000000017,,66
spaztix2000,1364.2200000000005,,102
qwertysmosh,179.92000000000002,,29
76561198073582784,132.90999999999997,,16
xlaiyn,1145.1400000000006,,95
smdemb,591.7400000000001,,45
76561198081266820,14.99,,3
xluanG_BR,159.96,,14
76561198073135126,270.87,,32
therealslimjakey,523.1400000000002,,58
76561198089005791,19.99,,6
76561198076474887,626.6100000000002,,88
76561198096612310,434.6700000000001,,63
76561198084038838,64.97,,24
76561198026268193,234.86000000000004,,16
76561198069063209,318.82,,34
Killstreakz,774.5400000000003,,83
diehard2222,2114.04,,121
Lachlangleeson1395,689.6300000000002,,66
Arct1cFox,316.7800000000001,,51
76561198064871920,753.6200000000001,,53
76561198058731756,29.98,,12
76561198094245364,659.6900000000002,,41
76561198072386721,123.92,,17
76561198012337445,319.90000000000003,,26
XSTruff,354.5800000000002,,75
L0RDVAD3R,2592.949999999988,,293
xtimmytime69,651.6300000000001,,43
3565Jason,174.92,,22
thextractx,2723.299999999993,,205
Xtremeoverdrive,474.71000000000015,,34
Jakkarinlivein,1343.1500000000003,,113
76561198083908726,0.0,,1
76561198151956298,604.7900000000001,,31
76561198082206787,1166.4600000000005,,67
76561198043455146,159.91,,14
76561198049676894,392.83,,37
76561198043777779,1602.8100000000009,,135
76561198063358884,553.6400000000001,,58
laumir,334.7900000000001,,50
76561198006103196,49.98,,7
MUDKIPER,0.0,,6
76561198088410029,84.94999999999999,,8
76561198073481884,54.97,,6
76561198055803306,741.5500000000003,,71
76561198064432722,114.94,,10
76561198049656619,830.4600000000003,,78
daewrock,245.8,,55
76561198067678592,430.5600000000002,,55
76561198057602383,34.98,,14
76561198088758200,93.96,,38
dethonador,633.6700000000002,,55
XxdomoknightxX,144.91,,50
76561198069803572,0.0,,6
76561198065255746,71.94,,19
76561198173379753,42.97,,26
76561198050050362,956.5200000000004,,78
76561198103685074,599.7500000000001,,38
76561198063593160,248.8100000000001,,33
killblood,274.85,,15
76561198105400363,695.4600000000004,,117
silentmelody,428.70000000000016,,36
76561198072489977,124.91999999999996,,34
richardcoleborn,2032.000000000001,,140
76561198107787620,322.87,,20
76561198076336866,233.79000000000008,,75
JackWu,0.0,,14
xxpyjaxx,196.83,,25
76561198060426534,288.7800000000001,,38
76561198092342174,154.89999999999998,,24
XxBlade,5931.11999999995,,481
XxThundaxX,1901.3200000000008,,167
hanisadam,381.7900000000001,,48
Toedcat,432.7300000000001,,57
FarcicalSchism,1514.0500000000006,,127
76561198070778059,126.88999999999996,,31
76561198067326494,1037.4300000000003,,95
XxXTrIpLeJXxx,149.94,,13
PandamoniumX,582.6300000000001,,73
76561198093408164,209.85,,25
76561198071993433,629.6500000000002,,55
coryisbestgirl,743.5100000000003,,68
76561198086554859,270.81000000000006,,33
76561198083336561,254.88,,21
azzfuckah,601.5700000000002,,215
76561198080188364,380.7800000000001,,35
neonz10,43.97,,8
nicvdbc,82.93999999999998,,8
KimSlardashian,455.71000000000015,,75
76561198119451313,418.81000000000006,,34
76561198084544554,1101.2900000000004,,89
76561198041199233,2569.569999999995,,187
76561198070991782,1182.2700000000004,,100
19te_Polska,964.4300000000004,,70
kennethkoojunnkit,149.9,,17
76561198014701654,1516.2200000000005,,99
76561198116464349,862.4800000000004,,95
76561198079559689,144.92,,13
ACExy,1199.4300000000003,,87
Hjddd,224.91,,27
76561198068926063,54.96,,21
76561198130589106,259.84000000000003,,22
76561198079662181,430.6800000000001,,44
76561198070745471,489.7800000000001,,38
76561198052191185,69.95,,8
76561198099617095,54.97,,11
76561198068598712,1697.9400000000007,,145
XCLASSIKS,610.0000000000002,,94
76561198088296689,513.6900000000002,,53
kenny78987,300.2400000000001,,42
SLINKZS,710.5800000000003,,62
76561198089161657,24.98,,3
thevuk,1880.000000000001,,125
LerKxA,203.25000000000009,,53
XxWolf_CalebxX,347.73000000000013,,57
76561198046800891,1159.4100000000003,,80
ArmyOfFreedom,38.97,,26
Yabby11,5158.819999999963,,410
itoggledheavydontrptmeplx,35.96,,30
76561198058072694,27.97,,5
hasnulroslani,743.4800000000002,,69
76561198068121865,106.92,,16
76561198043504885,682.6700000000002,,49
hella_gaming,2071.7800000000007,,202
yAKKKa,1093.4100000000003,,85
76561198054713762,189.9,,18
76561198068698005,5672.989999999954,,424
76561198092030342,134.92,,29
YakuzaLeader,3244.869999999987,,242
76561198077483628,0.0,,14
76561198066214102,101.90999999999995,,102
76561198146632502,39.98,,14
76561198024894178,6705.139999999932,,584
76561198066279729,3231.549999999982,,329
caizeryan,5229.929999999956,,415
inacioy,555.5100000000002,,71
tudaptrai2,137.95,,35
76561198042111289,825.5000000000003,,67
76561198095651919,49.93,,59
76561198074721641,174.9,,44
76561198060571519,349.77000000000004,,40
76561198063156295,949.4900000000004,,65
YaraManco,674.6000000000003,,73
76561198098219771,654.9900000000004,,61
goosmurf,2376.1799999999976,,229
76561198019977979,850.2700000000004,,98
typic41,99.93,,24
76561198075740390,971.4200000000004,,123
76561198093695145,249.6600000000001,,68
YaYa7979,2070.3400000000006,,243
Yaybies,5282.899999999958,,496
YayHarry101,814.4100000000003,,73
ganzeiss,79.94,,27
76561198075993539,760.6200000000002,,61
ydok4,6381.129999999948,,477
michaelbkk,379.77,,39
lolbanter420swag,35.97,,10
76561198044715921,2223.6599999999994,,189
76561198001176772,1457.2600000000004,,89
76561198102057026,1396.1900000000005,,122
76561198044433385,99.97,,6
76561198008308416,469.80000000000007,,29
yeb123,1388.1100000000006,,124
76561198078659638,1829.0500000000009,,126
JakDaRippa,369.75,,56
76561198062726125,95.91,,31
obo1010,1544.0300000000009,,119
76561198088502736,192.91000000000005,,22
noah98,770.5100000000002,,93
76561198045722351,283.83000000000004,,33
DurryMunch,1328.3000000000004,,120
76561198095748117,291.82000000000005,,31
YeomanSam,638.5900000000003,,62
pokeuser12p,112.89,,38
76561198056784829,1710.9800000000007,,134
gamberrah,415.71000000000015,,77
76561198088186830,140.91,,21
76561198061499956,29.97,,9
76561198027192907,1353.000000000001,,144
76561198098418019,560.5600000000002,,75
76561198045479112,504.58000000000027,,54
yetibaconz,1336.3200000000004,,107
76561197986717785,1274.9200000000008,,145
yetiwithflamethrower,2365.339999999997,,185
Hansstudio,119.96,,7
FreezeSpy,1855.4000000000008,,232
Smorfmans,144.95,,10
76561197999265612,903.9100000000004,,78
76561198066504668,110.95,,14
76561198068344796,244.92,,22
76561198089183062,419.7400000000001,,56
76561198093972974,531.6000000000003,,79
LuvsGnomes,2504.7299999999973,,152
Iamwhitera,398.80000000000007,,37
76561198056462110,129.91,,17
76561198066914456,2152.8100000000004,,154
Yingzi12,1150.4900000000002,,103
76561198077276412,222.91,,15
LSF4123,867.5800000000003,,103
Clemmph,85.95,,23
76561198047600764,419.70000000000016,,67
yikson,109.93999999999998,,16
76561198064117221,144.89999999999998,,41
76561198059625927,39.99,,2
76561198084659369,354.86000000000007,,38
76561198046801913,689.6600000000001,,43
ynotisthequestion,212.84,,63
76561198043931892,2541.179999999995,,206
76561197981912358,54.96,,12
kitoonza,263.81000000000006,,32
76561198078611451,34.98,,13
technosasquach,2009.770000000001,,180
76561198082180014,54.97,,13
YogoZuno,1251.3500000000004,,81
YogPoz,2094.57,,222
76561198088846060,134.90999999999997,,24
76561198094924757,314.82000000000005,,26
althanoob,4788.779999999953,,446
76561198089291603,29.97,,6
76561198062903179,29.98,,15
yolofaceguy,348.7500000000001,,89
pokeymaster420,226.9,,22
76561198054325196,194.93,,18
YoloSwaghetti,1363.0900000000006,,122
76561198050302861,410.7300000000001,,44
76561198074926418,577.5700000000003,,56
rawritspeter,1975.060000000001,,192
NeveRelinquish,396.7300000000001,,63
76561198077343810,1789.1100000000006,,151
76561198092022903,84.93999999999998,,11
76561198074119805,893.3600000000002,,68
y0rus0ra,250.79000000000008,,24
Cubichair,441.7300000000001,,46
losnintendos,550.6000000000001,,58
76561198077653534,968.5000000000005,,81
InjectingMarijuanas,8045.599999999898,,752
76561198127283482,414.83,,51
painterbibi,74.94,,15
Beer8XL,135.86,,27
76561198115853346,301.83000000000004,,43
YouAreWong,405.71000000000015,,40
76561198060708793,350.81000000000006,,38
76561198076250691,2861.0499999999925,,255
dunwanluv,39.98,,14
76561198090475920,19.99,,5
76561198034267999,149.94,,12
Yeemo,849.5200000000003,,74
76561198055665701,261.3,,27
76561198052036373,114.91,,14
76561198062097459,938.5200000000002,,78
SomeoneNamedLink,134.92999999999998,,16
76561198072786711,1176.3600000000004,,89
76561198065011483,99.97,,9
76561198058412282,762.4700000000004,,134
RedbullGivesYouWingsButNotM8s,811.5100000000006,,127
you31,1382.3100000000004,,88
76561198091763503,574.7700000000001,,45
Abdi99,174.92999999999998,,23
lildoggo,545.6300000000001,,84
Aquaticxo,44.97,,5
nyzerek,512.6700000000002,,54
Harbringer-of-sorrow,1667.8100000000009,,150
76561198055358335,2257.6599999999994,,162
mustdeath,1885.720000000001,,156
MehPewpsie,35.95,,19
prettygoodjpg,155.89,,23
Your_mate,492.5700000000002,,56
76561198067326492,34.98,,3
Shufflerpwn,1316.2600000000004,,95
76561198048402871,134.89999999999998,,15
76561198086950427,144.91,,97
76561198045609751,5287.219999999956,,459
76561198008908213,1647.2100000000005,,108
76561198045997494,366.8200000000001,,30
Ichaflash,439.75,,32
76561198068533313,104.93999999999998,,13
76561198064069178,874.6100000000002,,61
76561198154660282,1195.0600000000006,,121
76561198074281317,59.96,,14
76561198055291419,1172.4100000000003,,98
76561198044955612,1088.3900000000003,,152
76561198046387164,532.6500000000002,,54
bajuthor,870.5900000000001,,61
YousefCuz,447.8200000000001,,38
76561198093262586,1169.4100000000003,,68
76561198082256064,496.7600000000001,,94
YrGrenUnker,279.86,,28
L3BOYSJ,4317.299999999965,,385
373848099,793.5400000000003,,99
76561197988260247,483.71000000000015,,49
LEMONLIAM13,1973.730000000001,,171
ytterbiumdioxide,1391.0800000000006,,122
Thedcgamer,2529.749999999998,,170
76561198078397741,191.86,,28
76561198012455565,3207.909999999988,,283
Yugikun,1706.7800000000009,,144
GG_Avis,120.92999999999998,,11
76561198096821494,484.78,,47
76561198084176260,249.8400000000001,,42
Malware-Paladin,1043.5000000000002,,64
inevitablebeetdeathoftheuniverse,1896.690000000001,,181
sumgrizzly,504.6900000000001,,93
76561197966227291,3368.3799999999906,,237
76561198127974061,555.7100000000002,,39
AqUaH20LiFe,1008.3500000000004,,210
yungcoconut,558.6900000000002,,42
JacobNoSwag,1300.0500000000004,,131
hdex,602.7300000000001,,38
ogboxfresh,1834.660000000001,,149
76561198072144867,962.5000000000005,,81
76561198071676311,674.6200000000002,,61
1440454,638.5800000000003,,70
76561198046804355,384.7800000000001,,41
76561198195007533,24.98,,4
76561198015341969,559.7800000000001,,35
sentientdorito,367.69000000000017,,66
76561198074555564,44.97,,7
76561198094437585,365.8500000000001,,25
76561198061879075,24.98,,20
yunstar12,959.4800000000004,,96
LeoneOfTheDark,362.81,,68
76561198121985910,296.86,,33
76561198093547083,1425.1400000000006,,215
obviouslyhjy69,75.89999999999999,,17
yvanne,250.82000000000005,,30
skyrise21,140.91,,32
yvruv1l,632.6800000000002,,51
76561198090258132,2.99,,26
76561197966004617,284.87,,23
76561198085232979,0.0,,2
76561198086101018,164.9,,21
76561198102086905,235.84000000000003,,19
brockless,189.90000000000003,,29
76561198086096492,102.86,,67
76561198082893786,245.87,,57
76561198086721852,690.6600000000002,,74
76561198092763256,24.98,,15
zazaki,406.7100000000001,,47
76561197989994977,164.91,,18
BobRobson,229.86000000000004,,27
1011012001,49.96,,14
765624782xxxxxxxxxx,556.72,,40
76561198041352302,1514.2700000000004,,110
76561198131073496,24.98,,5
henryolive01,280.81000000000006,,29
Raelen,188.85,,36
76561198045797344,4280.369999999975,,393
ZachariahDEGR,9279.089999999902,,767
Zackbr3,1989.0400000000016,,305
76561198087498787,287.7900000000001,,57
76561198083730938,982.5300000000004,,74
76561198085911119,921.5100000000004,,70
f0rce_aus,460.7900000000001,,44
zadadrian,187.26000000000005,,56
zadow3n,982.4200000000004,,93
76561198114487300,299.83000000000004,,18
76561198049957397,361.7900000000001,,34
Zahkc,455.6600000000002,,69
76561198097961149,315.79,,47
sirnephilim,1775.0300000000009,,133
76561198027302024,698.5400000000003,,72
GRRRRRRRRRRRRRRRRRRRRRR,633.7000000000002,,40
76561198073109656,709.3800000000003,,79
76561198028024146,938.4600000000004,,93
76561198083532177,206.89000000000004,,52
76561198107596791,351.78000000000014,,35
The_Zok3r,1652.1400000000006,,118
Zane24,1657.1000000000006,,141
76561198100189015,472.80000000000007,,102
Zanoscar,422.66000000000014,,56
76561198009321109,335.7700000000001,,29
comradebeeblebrox,783.5300000000003,,66
worstcardinthegame,915.4000000000004,,117
Sirgod,559.6200000000002,,71
snakedog,394.76000000000016,,52
zashby,131.91000000000005,,19
larsantonello,1582.9600000000012,,191
Xaydes,1058.5000000000002,,78
76561198036349629,685.4400000000003,,72
zayyntt,429.7700000000001,,68
headphoneactortk,684.8800000000003,,77
76561198273426568,0.0,,6
76561198000614468,596.7000000000002,,62
76561198067299939,236.87000000000003,,29
76561198061243251,483.6300000000002,,65
76561198202467845,24.98,,25
76561198067123853,661.6100000000002,,48
76561198065462864,626.7000000000002,,56
Zeal0t2552,309.84000000000003,,33
chickencurrydon,2028.8600000000008,,160
76561198044426967,2855.3499999999917,,223
76561197988367411,648.4800000000004,,101
76561197991333400,330.83000000000004,,36
53071407,349.88,,26
ZoranAUS,4120.739999999975,,358
76561198071487604,89.94,,26
ZedMonster,878.3400000000004,,111
76561198032761517,2783.9299999999903,,224
Zedoth,3671.649999999975,,348
76561198083185396,184.92,,21
76561198064736339,1140.2600000000004,,109
76561198076814442,139.92999999999998,,8
76561198064036625,297.82000000000005,,35
zefferokami,0.0,,10
76561198196449906,14.99,,5
Zeidoc,3863.48999999998,,325
Zeimcrazygamer,34.98,,9
Zejus,212.82000000000005,,61
76561198071182149,618.7000000000002,,117
zeke1132,216.85000000000008,,23
76561198098839681,367.69000000000017,,107
76561198052845748,1164.3100000000004,,81
thabogg,3853.719999999973,,353
Dara999,207.72000000000003,,28
Zelousssyy,245.86,,18
ZEM42,2772.749999999989,,265
76561198051443520,469.72000000000014,,44
omniphagous,3314.039999999988,,252
xiaojian1234,612.6400000000002,,57
76561197972452208,1805.010000000001,,137
ZenAndZen,1206.010000000001,,139
Zender6092,679.5100000000002,,81
76561198061794492,224.86,,22
76561198054605639,687.6000000000001,,57
webo2456,1547.8400000000008,,152
76561197996747515,928.2400000000004,,149
76561198100640611,317.8,,117
zenonist,2403.5299999999947,,186
zenRoxas,3691.0799999999786,,348
Zenskas,7681.049999999904,,792
76561198079335990,457.70000000000016,,66
Zenyth1,2013.730000000001,,181
vschutz,2805.919999999972,,513
Mega-Zeph0s,149.94000000000003,,16
76561198052677958,249.85000000000005,,26
datzeph,988.3500000000004,,121
24596,814.8200000000005,,121
Str1der_MedicingLF6v6Team,614.7000000000002,,55
76561198068980263,107.90999999999998,,49
76561198066630826,442.7600000000001,,45
76561198067871080,1097.4300000000003,,101
EVERGRAS,940.3800000000005,,127
zeromanifold,109.92999999999998,,20
zerafia,1528.8700000000008,,187
Zerak95,504.7900000000001,,32
76561198039520957,831.3400000000005,,75
76561198045875719,961.3700000000003,,80
76561197983809439,338.7300000000001,,36
zerogeewhiz,1335.5300000000004,,142
76561198100241884,54.93000000000001,,13
76561198046090822,54.97,,16
nayda56,345.82000000000005,,39
ZesK0,47.96,,14
76561198075942515,2000.730000000001,,176
Thatdamnninjasloth,418.6000000000002,,83
ZetaWolfe,14.99,,17
OnePieceAce,2375.889999999998,,177
WayTooLadsy,657.6900000000002,,43
ZeuDASI,1018.2600000000004,,101
tarful1000,1654.1400000000006,,101
76561198103247656,398.72000000000014,,47
76561198063414998,364.83,,34
76561198053359989,110.92,,38
76561198075643668,503.72000000000014,,35
76561198061267721,0.0,,5
uLtRaPrO,608.6700000000001,,109
zeus83123,89.93999999999998,,11
CocklesnCream,541.6300000000002,,90
76561198035607937,2847.549999999995,,193
ZeVexKryor,2901.899999999993,,300
76561198071562135,303.84000000000003,,37
ZezmickShoc,3823.979999999974,,377
ZezzMan,414.8500000000001,,46
zGoMB,87.94,,20
zhafrancool,447.72,,27
Vaalguard,2108.26,,226
yournansbanana,2097.76,,178
12345676543456789098543,437.71000000000015,,73
76561198040780160,1163.3500000000004,,96
76561198155547696,397.6900000000001,,40
76561198054554707,349.82000000000005,,30
76561198081125684,145.89999999999998,,42
76561198058473103,1951.220000000001,,260
ziggerastica6,497.71,,39
76561197987307155,1211.1900000000005,,126
76561198026703823,688.5900000000003,,79
oh_well_ok,235.79000000000005,,40
76561198066968708,346.86,,17
Zigzagvin,985.3700000000003,,87
76561198040918962,2178.709999999998,,195
76561198060157300,383.7300000000001,,39
ZildGOD,84.97,,8
76561198050401677,504.75000000000006,,30
76561198093939281,54.96,,27
Invaderzdorry,631.5700000000002,,84
ZingChickenWings,54.940000000000005,,35
zing25,615.6200000000002,,77
76561198050339058,285.89000000000004,,54
imzinnx,711.7200000000001,,55
76561198058742898,881.5600000000003,,79
76561198000162214,695.5800000000002,,47
76561198043979877,686.6400000000002,,81
ZitroneDaVillain,998.6500000000004,,115
76561198018684159,3305.789999999989,,247
guysthethermaldrillgetit,514.5900000000003,,72
76561198076861076,115.92,,23
76561198077822642,1078.4200000000003,,84
76561198105737597,29.97,,12
Zacmanmerl,5202.409999999957,,442
BenniK,1246.0300000000009,,149
zocut335,219.91,,31
Zodius05,1311.1100000000006,,103
76561198087226367,685.5400000000003,,69
ILLEATURBRAINS,649.6500000000002,,62
zombi_anon,3218.4099999999885,,293
76561198072493560,154.93,,22
76561198022984978,294.87,,26
zombieskiler6969,828.5400000000002,,85
supiruna1,111.89,,52
76561198085310397,0.0,,11
1345adfg,0.0,,8
zombywolf,1193.2500000000005,,89
76561198054406648,427.7700000000001,,36
zomgclan,186.88,,17
76561197970723780,3974.629999999974,,490
76561198063661942,609.5800000000003,,78
76561198088701303,230.82000000000005,,29
76561198075727438,740.4100000000003,,96
76561198061805148,611.66,,52
76561197991533158,740.5800000000003,,60
matteth7,3717.979999999981,,327
ristoff-,1530.9400000000007,,156
wheatleylabs,463.7400000000001,,32
pdiddymohouze,315.7700000000001,,30
thezooch,1066.4900000000002,,94
76561198271843253,9.99,,5
eXumes,519.1900000000002,,47
